"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu May 23 08:49:12 IST 2024","Thu May 23 08:49:16 IST 2024","3610","","readingMultipleSourceFile.spec.js","","","","FaceBook Login Page",""
